visit_id,customer_id,visit_date,traffic_source,product_id,product_viewed,added_to_cart,purchased
V007245,C00486,2025-05-25,direct,P023,Calm Cream 23,false,false
V007246,C00980,2025-08-24,organic_search,P004,Essential Bag 04,false,false
V007247,C00890,2025-06-17,social,P002,Pure Band 02,false,false
V007248,C00779,2025-03-26,social,P016,Modern Serum 16,false,false
V007249,C00207,2025-03-09,organic_search,P029,Bright Organizer 29,false,false
V007250,C00548,2025-11-14,paid_search,P013,Bright Organizer 13,false,false
V007251,C00299,2025-07-12,social,P021,Bright Organizer 21,false,false
V007252,C00967,2025-05-24,email,P019,Urban Bottle 19,false,false
V007253,C00110,2025-02-28,organic_search,P018,Pure Band 18,true,false
V007254,C00460,2025-01-25,referral,P025,Daily Lamp 25,false,false
V007255,C00020,2025-02-23,organic_search,P019,Urban Bottle 19,false,false
V007256,C00188,2025-03-25,email,P012,Essential Bag 12,true,true
V007257,C00218,2025-06-09,organic_search,P027,Urban Bottle 27,false,true
V007258,C00559,2025-11-09,organic_search,P005,Bright Organizer 05,true,false
V007259,C00057,2025-06-25,social,P025,Daily Lamp 25,false,false
V007260,C00969,2025-06-21,organic_search,P007,Calm Cream 07,false,false
V007261,C00372,2025-12-07,email,P005,Bright Organizer 05,true,false
V007262,C00670,2025-12-16,social,P003,Urban Bottle 03,false,false
V007263,C00195,2025-03-21,email,P024,Modern Serum 24,false,false
V007264,C00663,2025-10-31,organic_search,P008,Modern Serum 08,false,false
V007265,C00319,2025-03-07,direct,P020,Essential Bag 20,true,true
V007266,C00114,2025-05-19,organic_search,P007,Calm Cream 07,false,true
V007267,C00975,2025-10-21,email,P013,Bright Organizer 13,false,false
V007268,C00265,2025-07-30,direct,P004,Essential Bag 04,false,false
V007269,C00660,2025-08-13,organic_search,P018,Pure Band 18,false,false
V007270,C00397,2025-02-24,paid_search,P013,Bright Organizer 13,false,false
V007271,C00554,2025-01-30,organic_search,P007,Calm Cream 07,false,false
V007272,C00165,2025-02-01,direct,P024,Modern Serum 24,false,false
V007273,C00690,2025-09-28,organic_search,P029,Bright Organizer 29,false,false
V007274,C00514,2025-04-25,direct,P028,Essential Bag 28,false,false
V007275,C00624,2025-11-06,direct,P005,Bright Organizer 05,false,false
V007276,C00143,2025-02-24,social,P028,Essential Bag 28,false,false
V007277,C00916,2025-09-16,organic_search,P026,Pure Band 26,false,false
V007278,C00517,2025-12-14,organic_search,P010,Pure Band 10,false,false
V007279,C00312,2025-03-05,organic_search,P018,Pure Band 18,false,false
V007280,C00486,2025-01-16,organic_search,P027,Urban Bottle 27,false,false
V007281,C00656,2025-01-29,organic_search,P022,Active Mat 22,false,false
V007282,C00090,2025-07-20,paid_search,P009,Daily Lamp 09,false,false
V007283,C00596,2025-04-15,paid_search,P027,Urban Bottle 27,true,false
V007284,C00379,2025-03-13,organic_search,P023,Calm Cream 23,false,false
V007285,C00397,2025-02-24,organic_search,P020,Essential Bag 20,false,false
V007286,C00968,2025-08-20,paid_search,P007,Calm Cream 07,false,false
V007287,C00084,2025-09-14,email,P030,Active Mat 30,false,false
V007288,C00138,2025-05-19,paid_search,P008,Modern Serum 08,false,true
V007289,C00903,2025-06-09,social,P012,Essential Bag 12,false,false
V007290,C00339,2025-09-22,direct,P002,Pure Band 02,false,false
V007291,C00920,2025-06-17,direct,P022,Active Mat 22,false,false
V007292,C00049,2025-11-29,direct,P011,Urban Bottle 11,false,false
V007293,C00995,2025-02-22,paid_search,P028,Essential Bag 28,false,false
V007294,C00491,2025-12-16,direct,P020,Essential Bag 20,false,false
V007295,C00035,2025-09-26,organic_search,P011,Urban Bottle 11,false,false
V007296,C00004,2025-11-22,paid_search,P020,Essential Bag 20,false,false
V007297,C00385,2025-09-13,organic_search,P028,Essential Bag 28,false,false
V007298,C00086,2025-05-22,social,P016,Modern Serum 16,true,true
V007299,C00244,2025-11-16,email,P004,Essential Bag 04,false,false
V007300,C00902,2025-04-03,organic_search,P016,Modern Serum 16,false,false
V007301,C00483,2025-11-28,paid_search,P030,Active Mat 30,false,true
V007302,C00338,2025-05-20,organic_search,P002,Pure Band 02,true,false
V007303,C00891,2025-10-13,organic_search,P017,Daily Lamp 17,false,false
V007304,C00470,2025-04-17,social,P021,Bright Organizer 21,false,false
V007305,C00470,2025-10-29,direct,P018,Pure Band 18,false,false
V007306,C00343,2025-06-07,organic_search,P002,Pure Band 02,false,false
V007307,C00348,2025-07-10,direct,P009,Daily Lamp 09,false,false
V007308,C00183,2025-04-30,social,P014,Active Mat 14,false,false
V007309,C00821,2025-11-01,paid_search,P024,Modern Serum 24,true,false
V007310,C00353,2025-08-13,organic_search,P024,Modern Serum 24,true,false
V007311,C00297,2025-10-04,organic_search,P009,Daily Lamp 09,false,false
V007312,C00874,2025-03-21,paid_search,P001,Daily Lamp 01,false,false
V007313,C00180,2025-02-01,email,P026,Pure Band 26,false,false
V007314,C00730,2025-03-30,direct,P013,Bright Organizer 13,false,false
V007315,C00167,2025-05-21,email,P018,Pure Band 18,true,false
V007316,C00589,2025-05-29,social,P015,Calm Cream 15,false,false
V007317,C00869,2025-01-07,organic_search,P007,Calm Cream 07,false,false
V007318,C00492,2025-12-19,paid_search,P022,Active Mat 22,false,false
V007319,C00363,2025-09-20,direct,P023,Calm Cream 23,false,false
V007320,C00805,2025-07-10,social,P024,Modern Serum 24,false,false
V007321,C00649,2025-11-27,paid_search,P024,Modern Serum 24,true,false
V007322,C00542,2025-10-27,direct,P028,Essential Bag 28,false,false
V007323,C00503,2025-01-18,organic_search,P011,Urban Bottle 11,false,true
V007324,C00609,2025-07-13,paid_search,P017,Daily Lamp 17,true,true
V007325,C00013,2025-09-29,organic_search,P025,Daily Lamp 25,false,false
V007326,C00462,2025-11-25,direct,P027,Urban Bottle 27,false,false
V007327,C00275,2025-04-20,social,P029,Bright Organizer 29,false,false
V007328,C00011,2025-11-28,social,P014,Active Mat 14,false,false
V007329,C00592,2025-10-26,social,P004,Essential Bag 04,false,false
V007330,C00338,2025-11-26,direct,P021,Bright Organizer 21,false,false
V007331,C00341,2025-10-16,social,P022,Active Mat 22,false,false
V007332,C00287,2025-06-25,organic_search,P021,Bright Organizer 21,false,false
V007333,C00985,2025-10-11,paid_search,P001,Daily Lamp 01,false,false
V007334,C00733,2025-09-28,paid_search,P016,Modern Serum 16,false,false
V007335,C00716,2025-10-05,paid_search,P013,Bright Organizer 13,false,false
V007336,C00102,2025-02-21,social,P015,Calm Cream 15,false,false
V007337,C00679,2025-12-08,paid_search,P013,Bright Organizer 13,true,false
V007338,C00917,2025-10-27,organic_search,P024,Modern Serum 24,false,false
V007339,C00842,2025-06-17,referral,P009,Daily Lamp 09,false,false
V007340,C00740,2025-09-20,direct,P005,Bright Organizer 05,false,false
V007341,C00465,2025-12-25,organic_search,P003,Urban Bottle 03,false,false
V007342,C00450,2025-07-15,organic_search,P019,Urban Bottle 19,false,false
V007343,C00201,2025-10-07,direct,P030,Active Mat 30,false,false
V007344,C00228,2025-01-04,social,P019,Urban Bottle 19,false,false
V007345,C00280,2025-12-21,email,P012,Essential Bag 12,false,false
V007346,C00019,2025-02-10,email,P021,Bright Organizer 21,false,true
V007347,C00681,2025-01-09,direct,P014,Active Mat 14,false,true
V007348,C00788,2025-07-01,email,P017,Daily Lamp 17,false,true
V007349,C00241,2025-01-14,organic_search,P027,Urban Bottle 27,false,false
V007350,C00538,2025-03-25,email,P029,Bright Organizer 29,false,false
V007351,C00686,2025-03-09,organic_search,P009,Daily Lamp 09,false,false
V007352,C00048,2025-03-23,organic_search,P030,Active Mat 30,true,false
V007353,C00096,2025-06-24,paid_search,P012,Essential Bag 12,false,false
V007354,C00397,2025-09-23,paid_search,P010,Pure Band 10,false,false
V007355,C00331,2025-11-06,organic_search,P006,Active Mat 06,false,false
V007356,C00820,2025-11-21,paid_search,P003,Urban Bottle 03,false,true
V007357,C00442,2025-05-21,email,P027,Urban Bottle 27,false,false
V007358,C00757,2025-04-14,paid_search,P005,Bright Organizer 05,false,false
V007359,C00200,2025-01-24,social,P027,Urban Bottle 27,false,false
V007360,C00900,2025-01-11,direct,P014,Active Mat 14,false,false
V007361,C00661,2025-03-17,email,P008,Modern Serum 08,false,true
V007362,C00135,2025-06-26,social,P023,Calm Cream 23,true,false
V007363,C00340,2025-05-07,paid_search,P026,Pure Band 26,true,true
V007364,C00120,2025-12-23,organic_search,P027,Urban Bottle 27,false,false
V007365,C00120,2025-10-01,organic_search,P023,Calm Cream 23,false,false
V007366,C00707,2025-05-18,email,P005,Bright Organizer 05,true,true
V007367,C00752,2025-03-06,paid_search,P002,Pure Band 02,false,false
V007368,C00826,2025-08-19,social,P028,Essential Bag 28,false,false
V007369,C00124,2025-04-29,paid_search,P025,Daily Lamp 25,false,false
V007370,C00504,2025-02-25,organic_search,P008,Modern Serum 08,false,false
V007371,C00832,2025-05-28,social,P010,Pure Band 10,false,false
V007372,C00456,2025-09-20,organic_search,P007,Calm Cream 07,true,false
V007373,C00922,2025-09-21,direct,P024,Modern Serum 24,false,false
V007374,C00171,2025-02-11,social,P001,Daily Lamp 01,false,false
V007375,C00058,2025-01-27,social,P023,Calm Cream 23,false,false
V007376,C00094,2025-11-24,organic_search,P006,Active Mat 06,false,false
V007377,C00736,2025-05-23,direct,P014,Active Mat 14,false,false
V007378,C00117,2025-07-10,social,P001,Daily Lamp 01,false,false
V007379,C00145,2025-10-16,direct,P015,Calm Cream 15,false,false
V007380,C00960,2025-05-06,social,P001,Daily Lamp 01,true,false
V007381,C00223,2025-11-26,direct,P018,Pure Band 18,false,false
V007382,C00756,2025-04-16,direct,P018,Pure Band 18,false,false
V007383,C00043,2025-02-10,email,P015,Calm Cream 15,false,true
V007384,C00874,2025-05-18,paid_search,P006,Active Mat 06,true,false
V007385,C00518,2025-08-03,direct,P030,Active Mat 30,false,false
V007386,C00428,2025-09-27,direct,P002,Pure Band 02,false,false
V007387,C00641,2025-03-01,direct,P012,Essential Bag 12,false,false
V007388,C00531,2025-12-19,social,P002,Pure Band 02,false,false
V007389,C00586,2025-10-12,email,P007,Calm Cream 07,false,false
V007390,C00792,2025-01-03,email,P030,Active Mat 30,false,false
V007391,C00970,2025-05-31,organic_search,P011,Urban Bottle 11,false,false
V007392,C00709,2025-10-10,direct,P003,Urban Bottle 03,false,false
V007393,C00373,2025-07-04,direct,P011,Urban Bottle 11,false,false
V007394,C00185,2025-04-05,email,P019,Urban Bottle 19,true,false
V007395,C00214,2025-06-18,organic_search,P023,Calm Cream 23,false,false
V007396,C00769,2025-06-07,direct,P006,Active Mat 06,false,false
V007397,C00912,2025-07-19,organic_search,P023,Calm Cream 23,false,false
V007398,C00911,2025-05-11,paid_search,P005,Bright Organizer 05,false,false
V007399,C00320,2025-02-19,email,P007,Calm Cream 07,false,false
V007400,C00924,2025-09-29,direct,P022,Active Mat 22,false,false
V007401,C00791,2025-06-01,social,P013,Bright Organizer 13,false,false
V007402,C00832,2025-07-03,social,P008,Modern Serum 08,false,false
V007403,C00720,2025-04-27,social,P030,Active Mat 30,false,false
V007404,C00281,2025-12-28,social,P023,Calm Cream 23,false,false
V007405,C00975,2025-12-11,paid_search,P021,Bright Organizer 21,false,false
V007406,C00222,2025-11-18,organic_search,P018,Pure Band 18,false,false
V007407,C00933,2025-04-27,organic_search,P016,Modern Serum 16,false,false
V007408,C00826,2025-09-19,direct,P001,Daily Lamp 01,false,false
V007409,C00504,2025-06-09,paid_search,P004,Essential Bag 04,false,false
V007410,C00508,2025-02-12,organic_search,P012,Essential Bag 12,true,false
V007411,C00646,2025-02-14,referral,P026,Pure Band 26,true,false
V007412,C00423,2025-10-08,organic_search,P022,Active Mat 22,false,false
V007413,C00364,2025-03-28,paid_search,P016,Modern Serum 16,true,true
V007414,C00952,2025-03-12,paid_search,P009,Daily Lamp 09,false,false
V007415,C00247,2025-03-28,direct,P007,Calm Cream 07,false,false
V007416,C00190,2025-08-18,social,P003,Urban Bottle 03,false,false
V007417,C00296,2025-02-16,paid_search,P023,Calm Cream 23,false,false
V007418,C00403,2025-03-07,direct,P008,Modern Serum 08,true,false
V007419,C00024,2025-04-08,email,P008,Modern Serum 08,false,false
V007420,C00933,2025-03-11,referral,P029,Bright Organizer 29,false,false
V007421,C00906,2025-01-22,direct,P007,Calm Cream 07,false,false
V007422,C00408,2025-08-06,social,P028,Essential Bag 28,false,true
V007423,C00782,2025-01-11,referral,P014,Active Mat 14,false,false
V007424,C00841,2025-02-09,paid_search,P025,Daily Lamp 25,false,false
V007425,C00388,2025-01-12,email,P003,Urban Bottle 03,false,false
V007426,C00584,2025-05-07,social,P006,Active Mat 06,false,false
V007427,C00234,2025-06-06,organic_search,P023,Calm Cream 23,false,true
V007428,C00461,2025-07-09,social,P003,Urban Bottle 03,false,false
V007429,C00175,2025-10-12,email,P014,Active Mat 14,false,false
V007430,C00742,2025-12-08,email,P028,Essential Bag 28,false,false
V007431,C00833,2025-07-03,email,P024,Modern Serum 24,false,false
V007432,C00347,2025-06-08,email,P027,Urban Bottle 27,false,false
V007433,C00707,2025-03-02,paid_search,P019,Urban Bottle 19,false,false
V007434,C00519,2025-06-24,organic_search,P028,Essential Bag 28,false,false
V007435,C00055,2025-10-29,referral,P007,Calm Cream 07,false,false
V007436,C00486,2025-05-02,social,P004,Essential Bag 04,false,false
V007437,C00643,2025-03-02,direct,P003,Urban Bottle 03,false,false
V007438,C00453,2025-06-07,referral,P016,Modern Serum 16,true,false
V007439,C00459,2025-09-08,referral,P013,Bright Organizer 13,false,false
V007440,C00460,2025-09-02,organic_search,P014,Active Mat 14,true,false
V007441,C00776,2025-08-30,direct,P029,Bright Organizer 29,false,false
V007442,C00244,2025-01-22,direct,P023,Calm Cream 23,false,false
V007443,C00764,2025-08-01,email,P018,Pure Band 18,false,false
V007444,C00210,2025-01-10,organic_search,P004,Essential Bag 04,true,false
V007445,C00205,2025-02-04,organic_search,P001,Daily Lamp 01,true,false
V007446,C00489,2025-12-01,paid_search,P010,Pure Band 10,false,false
V007447,C00674,2025-09-06,email,P003,Urban Bottle 03,true,false
V007448,C00359,2025-11-20,paid_search,P013,Bright Organizer 13,true,true
V007449,C00948,2025-07-15,paid_search,P021,Bright Organizer 21,false,false
V007450,C00576,2025-01-16,social,P027,Urban Bottle 27,true,false
V007451,C00717,2025-02-06,direct,P030,Active Mat 30,false,false
V007452,C00682,2025-03-27,paid_search,P024,Modern Serum 24,false,false
V007453,C00737,2025-09-13,social,P030,Active Mat 30,false,false
V007454,C00944,2025-03-26,organic_search,P004,Essential Bag 04,false,false
V007455,C00187,2025-03-06,direct,P003,Urban Bottle 03,false,false
V007456,C00494,2025-06-17,paid_search,P018,Pure Band 18,false,false
V007457,C00512,2025-07-11,email,P010,Pure Band 10,false,false
V007458,C00686,2025-05-11,direct,P029,Bright Organizer 29,false,false
V007459,C00993,2025-11-19,direct,P013,Bright Organizer 13,false,false
V007460,C00830,2025-10-03,email,P003,Urban Bottle 03,false,false
V007461,C00942,2025-11-02,email,P030,Active Mat 30,false,false
V007462,C00271,2025-08-29,direct,P012,Essential Bag 12,false,false
V007463,C00293,2025-02-15,email,P028,Essential Bag 28,false,false
V007464,C00201,2025-09-23,paid_search,P011,Urban Bottle 11,false,false
V007465,C00768,2025-12-17,organic_search,P006,Active Mat 06,false,false
V007466,C00185,2025-08-02,social,P026,Pure Band 26,false,true
V007467,C00044,2025-08-24,organic_search,P005,Bright Organizer 05,false,false
V007468,C00358,2025-07-18,organic_search,P007,Calm Cream 07,false,false
V007469,C00643,2025-02-05,paid_search,P008,Modern Serum 08,false,false
V007470,C00836,2025-09-05,social,P027,Urban Bottle 27,false,false
V007471,C00340,2025-05-16,direct,P020,Essential Bag 20,true,false
V007472,C00534,2025-09-13,social,P005,Bright Organizer 05,false,false
V007473,C00416,2025-01-01,social,P025,Daily Lamp 25,false,false
V007474,C00291,2025-09-09,email,P025,Daily Lamp 25,true,true
V007475,C00784,2025-08-05,organic_search,P023,Calm Cream 23,false,false
V007476,C00242,2025-04-13,organic_search,P021,Bright Organizer 21,false,false
V007477,C00671,2025-05-21,social,P007,Calm Cream 07,false,false
V007478,C00877,2025-03-09,social,P023,Calm Cream 23,false,false
V007479,C00924,2025-09-01,social,P002,Pure Band 02,false,false
V007480,C00169,2025-07-01,organic_search,P027,Urban Bottle 27,true,false
V007481,C00130,2025-08-09,organic_search,P020,Essential Bag 20,true,false
V007482,C00795,2025-12-09,email,P013,Bright Organizer 13,false,false
V007483,C00656,2025-03-05,email,P023,Calm Cream 23,false,false
V007484,C00361,2025-05-03,email,P028,Essential Bag 28,false,false
V007485,C00015,2025-11-06,organic_search,P017,Daily Lamp 17,false,false
V007486,C00963,2025-09-07,paid_search,P018,Pure Band 18,false,false
V007487,C00495,2025-01-14,organic_search,P029,Bright Organizer 29,true,false
V007488,C00078,2025-01-28,social,P026,Pure Band 26,false,false
V007489,C00715,2025-09-11,direct,P015,Calm Cream 15,false,false
V007490,C00165,2025-03-11,organic_search,P011,Urban Bottle 11,false,false
V007491,C00180,2025-12-05,social,P002,Pure Band 02,true,false
V007492,C00786,2025-09-26,organic_search,P022,Active Mat 22,false,false
V007493,C00449,2025-03-27,email,P007,Calm Cream 07,false,false
V007494,C00974,2025-07-11,email,P011,Urban Bottle 11,false,false
V007495,C00780,2025-07-17,organic_search,P004,Essential Bag 04,false,false
V007496,C00391,2025-07-19,email,P017,Daily Lamp 17,false,false
V007497,C00714,2025-02-26,organic_search,P014,Active Mat 14,false,false
V007498,C00978,2025-01-20,direct,P023,Calm Cream 23,false,false
V007499,C00435,2025-03-24,paid_search,P001,Daily Lamp 01,true,false
V007500,C00061,2025-01-13,social,P003,Urban Bottle 03,false,false
V007501,C00142,2025-07-26,direct,P013,Bright Organizer 13,false,false
V007502,C00236,2025-12-12,paid_search,P029,Bright Organizer 29,false,false
V007503,C00994,2025-09-11,organic_search,P006,Active Mat 06,false,false
V007504,C00820,2025-12-16,social,P010,Pure Band 10,false,false
V007505,C00820,2025-10-27,social,P004,Essential Bag 04,false,false
V007506,C00601,2025-03-12,direct,P004,Essential Bag 04,false,false
V007507,C00934,2025-04-06,social,P017,Daily Lamp 17,false,false
V007508,C00986,2025-06-07,organic_search,P003,Urban Bottle 03,false,false
V007509,C00245,2025-03-30,organic_search,P021,Bright Organizer 21,false,false
V007510,C00817,2025-02-14,organic_search,P015,Calm Cream 15,true,false
V007511,C00743,2025-05-08,email,P027,Urban Bottle 27,false,false
V007512,C00196,2025-08-24,organic_search,P001,Daily Lamp 01,false,false
V007513,C00496,2025-11-16,email,P016,Modern Serum 16,false,false
V007514,C00942,2025-03-08,organic_search,P027,Urban Bottle 27,false,false
V007515,C00202,2025-12-23,paid_search,P023,Calm Cream 23,false,false
V007516,C00330,2025-04-11,email,P012,Essential Bag 12,false,false
V007517,C00123,2025-09-10,paid_search,P028,Essential Bag 28,true,false
V007518,C00996,2025-05-07,referral,P022,Active Mat 22,false,false
V007519,C00298,2025-08-07,organic_search,P010,Pure Band 10,false,false
V007520,C00154,2025-07-03,direct,P016,Modern Serum 16,true,false
V007521,C00656,2025-01-17,social,P025,Daily Lamp 25,false,false
V007522,C00334,2025-12-22,paid_search,P015,Calm Cream 15,true,false
V007523,C00826,2025-04-10,direct,P023,Calm Cream 23,false,false
V007524,C00669,2025-05-18,paid_search,P001,Daily Lamp 01,false,false
V007525,C00382,2025-05-15,direct,P010,Pure Band 10,false,false
V007526,C00666,2025-02-19,organic_search,P018,Pure Band 18,false,false
V007527,C00770,2025-10-19,social,P024,Modern Serum 24,true,false
V007528,C00538,2025-07-28,paid_search,P007,Calm Cream 07,false,false
V007529,C00727,2025-11-11,email,P021,Bright Organizer 21,false,false
V007530,C00857,2025-01-12,paid_search,P028,Essential Bag 28,true,true
V007531,C00971,2025-02-10,email,P025,Daily Lamp 25,true,false
V007532,C00052,2025-05-25,social,P030,Active Mat 30,false,false
V007533,C00323,2025-11-25,email,P023,Calm Cream 23,false,false
V007534,C00244,2025-05-05,paid_search,P027,Urban Bottle 27,true,true
V007535,C00746,2025-02-06,paid_search,P024,Modern Serum 24,false,false
V007536,C00693,2025-02-12,social,P023,Calm Cream 23,false,false
V007537,C00030,2025-03-14,social,P024,Modern Serum 24,false,false
V007538,C00164,2025-02-16,paid_search,P019,Urban Bottle 19,true,false
V007539,C00313,2025-12-16,social,P009,Daily Lamp 09,false,false
V007540,C00765,2025-07-27,paid_search,P004,Essential Bag 04,false,false
V007541,C00409,2025-09-02,organic_search,P016,Modern Serum 16,false,false
V007542,C00910,2025-10-13,paid_search,P002,Pure Band 02,false,true
V007543,C00411,2025-08-29,social,P023,Calm Cream 23,false,false
V007544,C00325,2025-12-03,direct,P011,Urban Bottle 11,true,false
V007545,C00103,2025-02-11,social,P019,Urban Bottle 19,true,false
V007546,C00974,2025-03-17,social,P009,Daily Lamp 09,false,false
V007547,C00115,2025-06-19,organic_search,P023,Calm Cream 23,false,false
V007548,C00114,2025-03-24,direct,P027,Urban Bottle 27,false,false
V007549,C00513,2025-02-18,paid_search,P006,Active Mat 06,false,false
V007550,C00622,2025-03-16,referral,P004,Essential Bag 04,false,false
V007551,C00891,2025-04-28,organic_search,P005,Bright Organizer 05,false,false
V007552,C00934,2025-06-03,referral,P015,Calm Cream 15,false,false
V007553,C00386,2025-03-01,paid_search,P005,Bright Organizer 05,false,false
V007554,C00645,2025-11-13,organic_search,P002,Pure Band 02,false,false
V007555,C00951,2025-02-13,referral,P022,Active Mat 22,true,false
V007556,C00272,2025-09-20,organic_search,P026,Pure Band 26,false,false
V007557,C00822,2025-03-30,social,P028,Essential Bag 28,true,true
V007558,C00520,2025-09-10,direct,P007,Calm Cream 07,false,false
V007559,C00165,2025-02-27,referral,P027,Urban Bottle 27,false,false
V007560,C00060,2025-09-05,email,P001,Daily Lamp 01,true,false
V007561,C00939,2025-05-06,paid_search,P022,Active Mat 22,false,false
V007562,C00468,2025-09-28,paid_search,P023,Calm Cream 23,false,false
V007563,C00565,2025-12-10,email,P008,Modern Serum 08,true,false
V007564,C00232,2025-03-22,organic_search,P006,Active Mat 06,false,false
V007565,C00729,2025-01-13,direct,P024,Modern Serum 24,false,false
V007566,C00111,2025-03-06,social,P002,Pure Band 02,false,false
V007567,C00393,2025-07-10,referral,P016,Modern Serum 16,false,false
V007568,C00538,2025-01-10,social,P004,Essential Bag 04,true,false
V007569,C00647,2025-10-17,organic_search,P022,Active Mat 22,false,false
V007570,C00078,2025-02-08,organic_search,P009,Daily Lamp 09,false,false
V007571,C00642,2025-12-27,organic_search,P004,Essential Bag 04,false,false
V007572,C00711,2025-11-19,direct,P010,Pure Band 10,false,false
V007573,C00577,2025-02-15,organic_search,P017,Daily Lamp 17,false,false
V007574,C00686,2025-10-07,organic_search,P020,Essential Bag 20,false,true
V007575,C00937,2025-12-04,social,P013,Bright Organizer 13,false,false
V007576,C00002,2025-08-18,paid_search,P003,Urban Bottle 03,false,false
V007577,C00259,2025-02-10,paid_search,P002,Pure Band 02,false,false
V007578,C00512,2025-05-09,paid_search,P014,Active Mat 14,true,false
V007579,C00320,2025-04-30,organic_search,P014,Active Mat 14,false,false
V007580,C00588,2025-03-16,direct,P029,Bright Organizer 29,true,false
V007581,C00166,2025-07-12,social,P030,Active Mat 30,false,false
V007582,C00576,2025-05-25,organic_search,P027,Urban Bottle 27,true,true
V007583,C00886,2025-02-09,direct,P028,Essential Bag 28,false,false
V007584,C00236,2025-08-09,organic_search,P010,Pure Band 10,false,false
V007585,C00542,2025-04-04,organic_search,P001,Daily Lamp 01,false,false
V007586,C00171,2025-05-21,social,P027,Urban Bottle 27,false,false
V007587,C00533,2025-11-24,email,P004,Essential Bag 04,false,false
V007588,C00029,2025-07-30,referral,P028,Essential Bag 28,true,false
V007589,C00200,2025-01-03,paid_search,P013,Bright Organizer 13,false,false
V007590,C00514,2025-11-07,paid_search,P005,Bright Organizer 05,true,false
V007591,C00611,2025-02-19,social,P010,Pure Band 10,false,false
V007592,C00588,2025-05-15,paid_search,P009,Daily Lamp 09,false,false
V007593,C00481,2025-06-20,email,P026,Pure Band 26,false,false
V007594,C00483,2025-06-09,direct,P007,Calm Cream 07,false,false
V007595,C00611,2025-09-16,organic_search,P029,Bright Organizer 29,false,false
V007596,C00087,2025-08-23,paid_search,P004,Essential Bag 04,false,false
V007597,C00823,2025-10-03,paid_search,P005,Bright Organizer 05,false,false
V007598,C00541,2025-02-17,email,P028,Essential Bag 28,true,false
V007599,C00410,2025-07-22,paid_search,P028,Essential Bag 28,false,false
V007600,C00936,2025-12-31,email,P017,Daily Lamp 17,true,false
V007601,C00842,2025-02-24,organic_search,P018,Pure Band 18,false,false
V007602,C00533,2025-09-13,paid_search,P024,Modern Serum 24,false,false
V007603,C00661,2025-10-03,social,P026,Pure Band 26,false,false
V007604,C00266,2025-12-05,organic_search,P017,Daily Lamp 17,false,false
V007605,C00212,2025-09-11,paid_search,P006,Active Mat 06,false,false
V007606,C00944,2025-11-23,social,P023,Calm Cream 23,false,false
V007607,C00836,2025-09-29,paid_search,P010,Pure Band 10,false,false
V007608,C00449,2025-08-25,social,P023,Calm Cream 23,false,false
V007609,C00730,2025-07-17,organic_search,P004,Essential Bag 04,true,true
V007610,C00722,2025-12-02,direct,P029,Bright Organizer 29,false,false
V007611,C00163,2025-06-16,organic_search,P028,Essential Bag 28,false,false
V007612,C00422,2025-12-05,social,P012,Essential Bag 12,false,false
V007613,C00788,2025-12-27,social,P011,Urban Bottle 11,true,false
V007614,C00018,2025-05-09,direct,P019,Urban Bottle 19,true,true
V007615,C00263,2025-12-10,paid_search,P030,Active Mat 30,false,false
V007616,C00355,2025-01-01,email,P005,Bright Organizer 05,false,false
V007617,C00596,2025-04-06,paid_search,P015,Calm Cream 15,true,false
V007618,C00889,2025-07-31,social,P013,Bright Organizer 13,false,false
V007619,C00809,2025-09-25,organic_search,P025,Daily Lamp 25,false,false
V007620,C00650,2025-06-29,email,P018,Pure Band 18,false,false
V007621,C00061,2025-04-28,paid_search,P018,Pure Band 18,false,false
V007622,C00019,2025-04-08,paid_search,P001,Daily Lamp 01,false,true
V007623,C00678,2025-01-21,referral,P013,Bright Organizer 13,false,false
V007624,C00013,2025-10-20,paid_search,P009,Daily Lamp 09,false,false
V007625,C00603,2025-01-09,paid_search,P018,Pure Band 18,true,true
V007626,C00040,2025-04-07,referral,P019,Urban Bottle 19,false,true
V007627,C00117,2025-06-11,direct,P023,Calm Cream 23,true,false
V007628,C00127,2025-04-12,paid_search,P014,Active Mat 14,false,false
V007629,C00635,2025-09-27,social,P015,Calm Cream 15,false,false
V007630,C00381,2025-12-24,direct,P030,Active Mat 30,false,false
V007631,C00550,2025-12-02,direct,P019,Urban Bottle 19,true,false
V007632,C00064,2025-01-06,paid_search,P017,Daily Lamp 17,true,false
V007633,C00786,2025-05-04,paid_search,P030,Active Mat 30,false,false
V007634,C00663,2025-11-23,paid_search,P025,Daily Lamp 25,false,true
V007635,C00988,2025-05-29,paid_search,P027,Urban Bottle 27,false,false
V007636,C00780,2025-01-05,organic_search,P024,Modern Serum 24,false,false
V007637,C00065,2025-07-26,social,P022,Active Mat 22,true,true
V007638,C00360,2025-04-30,social,P020,Essential Bag 20,false,false
V007639,C00874,2025-07-18,email,P013,Bright Organizer 13,true,false
V007640,C00537,2025-09-18,organic_search,P007,Calm Cream 07,false,false
V007641,C00250,2025-07-19,direct,P014,Active Mat 14,false,false
V007642,C00616,2025-10-22,paid_search,P014,Active Mat 14,false,false
V007643,C00285,2025-05-05,social,P004,Essential Bag 04,false,true
V007644,C00935,2025-07-08,paid_search,P028,Essential Bag 28,true,false
V007645,C00277,2025-10-22,email,P007,Calm Cream 07,false,false
V007646,C00191,2025-10-01,social,P019,Urban Bottle 19,false,false
